data;scontrini;lordototale;ristorante
20191017;533;18044.011300000002;R000
20191017;878;40540.369099999996;R001
20191017;772;17633.448;R003
20191017;764;27121.5035;R004
20191017;756;22246.0385;R005
20191018;843;32797.9407;R000
20191018;1245;55885.8797;R001
20191018;820;20125.3661;R003
20191018;1008;39074.0952;R004
20191018;1035;32250.0549;R005
20191019;1319;53155.8258;R000
20191019;1431;70789.9759;R001
20191019;948;26307.4805;R003
20191019;1285;49242.7747;R004
20191019;1050;36170.9943;R005
20191020;1235;47767.0431;R000
20191020;1088;53114.2367;R001
20191020;722;19181.0003;R003
20191020;919;35847.57399999999;R004
20191020;652;22159.432399999998;R005
20191021;398;13923.3038;R000
20191021;816;34022.0314;R001
20191021;764;15903.4323;R003
20191021;663;22074.5196;R004
20191021;564;17087.5033;R005
20191022;546;20844.935999999998;R000
20191022;720;32933.8177;R001
20191022;817;18110.0913;R003
20191022;725;25152.4434;R004
20191022;598;17865.0997;R005
20191023;524;19022.1192;R000
20191023;818;37748.034799999994;R001
20191023;700;15716.1368;R003
20191023;823;28344.8921;R004
20191023;733;24651.144;R005
20191024;524;19033.4767;R000
20191024;828;38140.9217;R001
20191024;689;15383.4653;R003
20191024;705;24533.191199999997;R004
20191024;716;22757.3325;R005
20191025;876;32141.5185;R000
20191025;1364;61124.61949999999;R001
20191025;796;20003.985399999998;R003
20191025;1048;40400.609899999996;R004
20191025;1039;36141.1757;R005
20191026;1401;55859.7781;R000
20191026;1489;77772.0713;R001
20191026;871;23099.6682;R003
20191026;1238;49678.531;R004
20191026;1076;37233.643299999996;R005
20191027;1153;48654.2497;R000
20191027;1056;54943.2072;R001
20191027;677;19169.9319;R003
20191027;1108;47492.48069999999;R004
20191027;838;30510.6228;R005
20191028;512;17937.870300000002;R000
20191028;767;35710.1276;R001
20191028;825;19125.6583;R003
20191028;691;24354.1557;R004
20191028;683;20833.1655;R005
20191029;502;19354.005999999998;R000
20191029;859;34647.5199;R001
20191029;731;16392.961199999998;R003
20191029;669;23122.1767;R004
20191029;684;20738.8363;R005
20191030;570;20394.270399999998;R000
20191030;859;38624.998999999996;R001
20191030;866;18989.8226;R003
20191030;782;27800.888499999997;R004
20191030;786;24962.4634;R005
20191031;1077;43788.6141;R000
20191031;1421;68052.0337;R001
20191031;906;21817.7575;R003
20191031;1151;46951.120299999995;R004
20191031;1004;35190.1193;R005
20191101;1027;45152.835699999996;R000
20191101;1387;66756.2049;R001
20191101;724;20057.9645;R003
20191101;1035;42299.583900000005;R004
20191101;910;34034.5453;R005
20191101;0;0;R002
20191102;1339;55136.9868;R000
20191102;1369;66827.5713;R001
20191102;807;18809.3829;R003
20191102;1129;42257.0036;R004
20191102;961;31982.802600000003;R005
20191102;0;0;R002
20191103;1209;49691.04489999999;R000
20191103;950;51496.97;R001
20191103;581;16641.3394;R003
20191103;806;31394.814499999997;R004
20191103;799;29800.3867;R005
20191103;0;0;R002
20191104;511;18468.3275;R000
20191104;696;30139.0054;R001
20191104;755;16484.069;R003
20191104;692;23346.6009;R004
20191104;657;18998.0826;R005
20191104;0;0;R002
20191105;518;17940.8439;R000
20191105;813;34532.0864;R001
20191105;661;13875.0241;R003
20191105;863;29587.32;R004
20191105;811;24491.9325;R005
20191105;0;0;R002
20191106;505;17327.9932;R000
20191106;814;35693.277200000004;R001
20191106;744;16867.5395;R003
20191106;710;25218.193;R004
20191106;714;22657.18;R005
20191106;0;0;R002
20191107;532;19112.4836;R000
20191107;910;42621.145699999994;R001
20191107;755;15430.092999999999;R003
20191107;769;26224.921799999996;R004
20191107;694;23292.3327;R005
20191107;0;0;R002
20191108;841;30835.529899999998;R000
20191108;1094;48814.7415;R001
20191108;769;17611.7655;R003
20191108;1013;36394.46859999999;R004
20191108;1139;37950.7352;R005
20191108;1174;47231.7538;R002
20191109;1349;52177.5527;R000
20191109;1043;47126.521400000005;R001
20191109;879;20279.4977;R003
20191109;1196;48380.2655;R004
20191109;965;33719.798;R005
20191109;1406;62987.3321;R002
20191110;1260;50998.7681;R000
20191110;874;44047.3999;R001
20191110;605;14921.607399999999;R003
20191110;897;35623.1911;R004
20191110;700;24634.7892;R005
20191110;1086;52073.641899999995;R002
20191111;456;16405.1447;R000
20191111;657;29216.6525;R001
20191111;741;16087.589;R003
20191111;617;21736.313899999997;R004
20191111;667;20746.311599999997;R005
20191111;723;28208.6434;R002
20191112;499;18466.8407;R000
20191112;683;27190.8049;R001
20191112;706;14464.0447;R003
20191112;692;23318.434299999997;R004
20191112;752;24911.457899999998;R005
20191112;806;31971.0321;R002
20191113;531;18916.928099999997;R000
20191113;766;34805.8641;R001
20191113;821;17436.6122;R003
20191113;750;27495.598899999997;R004
20191113;741;23535.3832;R005
20191113;743;29084.6577;R002
20191114;512;18187.0745;R000
20191114;732;32555.5097;R001
20191114;757;16106.463099999999;R003
20191114;723;25417.9198;R004
20191114;697;21430.157;R005
20191114;785;31366.110999999997;R002
20191115;807;30181.9987;R000
20191115;1034;45290.6951;R001
20191115;816;19352.5192;R003
20191115;1050;40504.8511;R004
20191115;1184;39590.2626;R005
20191115;1115;46638.025;R002
20191116;1274;51301.8688;R000
20191116;1229;61915.3493;R001
20191116;862;21982.2554;R003
20191116;1083;43830.4923;R004
20191116;955;34927.0796;R005
20191116;1234;55442.0286;R002
20191117;1300;53538.8007;R000
20191117;934;47349.5414;R001
20191117;619;15997.0181;R003
20191117;1002;41095.978;R004
20191117;707;24953.583899999998;R005
20191117;1135;48690.9241;R002
20191118;510;17128.142499999998;R000
20191118;594;26814.024999999998;R001
20191118;796;15770.5702;R003
20191118;734;23616.331199999997;R004
20191118;765;21191.2778;R005
20191118;626;22903.1215;R002
20191119;502;16849.987;R000
20191119;610;26460.497;R001
20191119;819;15057.0714;R003
20191119;774;25619.8355;R004
20191119;750;21137.0096;R005
20191119;694;24686.4555;R002
20191120;579;18852.4175;R000
20191120;687;29525.287399999997;R001
20191120;855;16232.9237;R003
20191120;843;28579.186999999998;R004
20191120;955;28292.6476;R005
20191120;884;32408.5643;R002
20191121;603;21149.9778;R000
20191121;724;30269.4308;R001
20191121;871;17084.199299999997;R003
20191121;867;28836.6925;R004
20191121;871;25862.8034;R005
20191121;866;31397.8294;R002
20191122;864;30814.5082;R000
20191122;968;43697.0107;R001
20191122;868;18643.8112;R003
20191122;1192;42507.19899999999;R004
20191122;1185;34282.634399999995;R005
20191122;1234;47287.9631;R002
20191123;1367;50245.0431;R000
20191123;1213;55517.401099999995;R001
20191123;912;20282.843;R003
20191123;1192;43389.2018;R004
20191123;1078;34856.4153;R005
20191123;1409;55305.4908;R002
20191124;1277;50250.536;R000
20191124;830;42084.493500000004;R001
20191124;712;16370.989599999999;R003
20191124;997;37513.9464;R004
20191124;759;25898.114899999997;R005
20191124;1056;43428.643299999996;R002
20191125;494;16595.7442;R000
20191125;652;26876.2228;R001
20191125;800;17608.874499999998;R003
20191125;631;21557.8566;R004
20191125;581;20067.1331;R005
20191125;628;23427.2185;R002
20191126;473;16509.8402;R000
20191126;655;29127.238;R001
20191126;754;16734.4709;R003
20191126;694;25230.0461;R004
20191126;727;21909.3196;R005
20191126;744;27116.9192;R002
20191127;556;20500.2875;R000
20191127;744;33061.6412;R001
20191127;657;13874.1981;R003
20191127;727;26971.790999999997;R004
20191127;676;22903.4106;R005
20191127;735;27810.470100000002;R002
20191128;534;20237.619499999997;R000
20191128;751;32646.1219;R001
20191128;771;17116.082899999998;R003
20191128;757;25765.6658;R004
20191128;784;25541.613299999997;R005
20191128;777;29320.1503;R002
20191129;948;37128.9891;R000
20191129;1003;45482.863999999994;R001
20191129;872;20821.6015;R003
20191129;1021;37933.88479999999;R004
20191129;1011;34108.3071;R005
20191129;1179;45973.301499999994;R002
20191130;412;56724.393599999996;R000
20191130;1172;55785.272899999996;R001
20191130;931;23014.6728;R003
20191130;1203;48830.600699999995;R004
20191130;1038;38949.90609999999;R005
20191130;1344;56993.3805;R002
20191201;1258;54639.7348;R000
20191201;825;42662.3631;R001
20191201;610;17550.848;R003
20191201;974;38787.6797;R004
20191201;672;25575.272800000002;R005
20191201;942;39202.1252;R002
20191202;542;20297.6697;R000
20191202;600;26273.6558;R001
20191202;719;15793.4504;R003
20191202;641;21893.749499999998;R004
20191202;677;19863.0698;R005
20191202;666;24066.9555;R002
20191203;527;17806.6602;R000
20191203;614;27292.1138;R001
20191203;707;15632.9173;R003
20191203;685;23844.8441;R004
20191203;708;22573.217099999998;R005
20191203;694;24156.7417;R002
20191204;568;21011.5815;R000
20191204;747;32308.4531;R001
20191204;746;16238.6644;R003
20191204;712;26713.831199999997;R004
20191204;680;21058.044;R005
20191204;643;23703.721999999998;R002
20191205;550;20553.4819;R000
20191205;690;29825.084099999996;R001
20191205;700;14724.978099999998;R003
20191205;721;26080.702199999996;R004
20191205;695;23030.532;R005
20191205;682;26020.4042;R002
20191206;859;32666.4415;R000
20191206;972;46571.2016;R001
20191206;860;20184.259899999997;R003
20191206;1079;36303.113;R004
20191206;1046;35965.5268;R005
20191206;1118;40234.2122;R002
20191207;1250;48009.8871;R000
20191207;1113;52287.493299999995;R001
20191207;910;23022.1894;R003
20191207;1134;43659.3451;R004
20191207;930;34872.7701;R005
20191207;1222;50738.7846;R002
20191208;1297;52285.5935;R000
20191208;798;40813.2795;R001
20191208;649;17620.5211;R003
20191208;909;35280.3185;R004
20191208;703;25483.5455;R005
20191208;939;39398.7132;R002
20191209;597;23177.477399999996;R000
20191209;670;31180.0545;R001
20191209;717;16005.1955;R003
20191209;663;22101.9015;R004
20191209;637;19132.4728;R005
20191209;609;22214.6505;R002
20191210;703;22693.6066;R000
20191210;887;37624.5891;R001
20191210;811;17742.8104;R003
20191210;898;26772.9728;R004
20191210;940;24766.1232;R005
20191210;871;29052.071999999996;R002
20191211;620;25914.5936;R000
20191211;760;34681.0142;R001
20191211;695;16965.1727;R003
20191211;819;30426.6186;R004
20191211;767;25498.4548;R005
20191211;716;26951.554;R002
20191212;702;22065.0206;R000
20191212;795;34246.2904;R001
20191212;812;17886.245300000002;R003
20191212;851;28672.8554;R004
20191212;999;29442.8939;R005
20191212;735;27365.5452;R002
20191213;850;33612.1702;R000
20191213;1093;47475.0521;R001
20191213;840;20428.2603;R003
20191213;1008;37302.8621;R004
20191213;1146;39155.7866;R005
20191213;1103;41110.3917;R002
20191214;1457;58477.083;R000
20191214;1166;55527.065299999995;R001
20191214;894;23797.6795;R003
20191214;1172;46560.6288;R004
20191214;1032;37716.6881;R005
20191214;1303;56513.350600000005;R002
20191215;1260;54871.0148;R000
20191215;835;46891.1114;R001
20191215;628;19059.0827;R003
20191215;990;39736.382;R004
20191215;724;27561.9267;R005
20191215;935;43817.4828;R002
20191216;577;20713.395500000002;R000
20191216;668;27499.8115;R001
20191216;806;18422.7323;R003
20191216;754;25328.918299999998;R004
20191216;753;23943.0142;R005
20191216;770;26760.789299999997;R002
20191217;620;22363.743499999997;R000
20191217;857;35966.1876;R001
20191217;791;17345.2153;R003
20191217;887;31145.8994;R004
20191217;917;25894.4805;R005
20191217;861;28378.345100000002;R002
20191218;674;26697.8481;R000
20191218;720;31358.3053;R001
20191218;751;19364.744;R003
20191218;856;33523.5404;R004
20191218;848;29267.781899999998;R005
20191218;766;29412.5384;R002
20191219;808;29051.9894;R000
20191219;852;39866.064;R001
20191219;854;19272.066799999997;R003
20191219;983;34951.7357;R004
20191219;981;29175.6829;R005
20191219;863;32891.1548;R002
20191220;1005;39230.952600000004;R000
20191220;1004;50999.676699999996;R001
20191220;1060;28340.4317;R003
20191220;1200;46925.5969;R004
20191220;1229;39118.8231;R005
20191220;1103;43351.4949;R002
20191221;1611;64084.6731;R000
20191221;1159;58617.626899999996;R001
20191221;952;24304.8435;R003
20191221;1166;45841.1415;R004
20191221;996;38233.9293;R005
20191221;1195;51718.751000000004;R002
20191222;1496;63740.561499999996;R000
20191222;831;47159.4788;R001
20191222;669;17811.574899999996;R003
20191222;1070;42841.316;R004
20191222;831;30237.381999999998;R005
20191222;962;41961.749899999995;R002
20191223;951;37414.4134;R000
20191223;850;41344.1084;R001
20191223;804;21810.1996;R003
20191223;842;32337.9413;R004
20191223;840;29824.2168;R005
20191223;898;39278.9845;R002
20191224;554;21593.7463;R000
20191224;323;17494.390900000002;R001
20191224;765;18339.0585;R003
20191224;323;11274.6522;R004
20191224;297;9518.9479;R005
20191224;368;15199.556400000001;R002
20191225;340;12395.6994;R000
20191225;491;21350.448;R001
20191225;0;0;R003
20191225;279;11509.484;R004
20191225;297;8563.8854;R005
20191225;430;18309.281199999998;R002
20191226;976;40848.8388;R000
20191226;930;46099.2665;R001
20191226;0;0;R003
20191226;812;31414.927600000003;R004
20191226;656;21514.326399999998;R005
20191226;953;39562.7981;R002
20191227;1104;43701.016800000005;R000
20191227;1001;43266.2517;R001
20191227;718;17455.5276;R003
20191227;1010;36806.394799999995;R004
20191227;822;26679.4696;R005
20191227;942;38080.1281;R002
20191228;1521;56494.3113;R000
20191228;1013;44955.7934;R001
20191228;797;19473.8586;R003
20191228;1093;40025.7711;R004
20191228;898;29650.7981;R005
20191228;1071;42461.4799;R002
20191229;1219;48248.559799999995;R000
20191229;849;42943.4509;R001
20191229;593;14751.492699999999;R003
20191229;940;35099.4658;R004
20191229;684;24500.399;R005
20191229;863;37738.0402;R002
20191230;894;36371.38189999999;R000
20191230;816;38814.2356;R001
20191230;786;19048.6751;R003
20191230;867;33293.912399999994;R004
20191230;770;24931.6536;R005
20191230;841;35588.21;R002
20191231;361;14662.1608;R000
20191231;235;14240.2813;R001
20191231;591;13108.3722;R003
20191231;374;13508.3627;R004
20191231;270;8033.0152;R005
20191231;355;12774.916;R002
20200101;1056;41893.233199999995;R000
20200101;1065;55709.0744;R001
20200101;0;0;R003
20200101;835;36157.2827;R004
20200101;810;28548.914099999998;R005
20200101;961;43412.32979999999;R002
20200102;969;38404.126599999996;R000
20200102;872;41270.3879;R001
20200102;803;20365.856;R003
20200102;792;29157.3457;R004
20200102;798;26018.710900000002;R005
20200102;867;35507.881499999996;R002
20200103;945;38516.3387;R000
20200103;957;44360.9082;R001
20200103;667;17570.8785;R003
20200103;948;36615.2997;R004
20200103;808;28308.8785;R005
20200103;936;39908.02479999999;R002
20200104;1485;59886.321599999996;R000
20200104;1101;54019.1197;R001
20200104;718;19251.9537;R003
20200104;1102;41122.5752;R004
20200104;802;27845.120799999997;R005
20200104;1093;47522.1754;R002
20200105;1411;53588.6911;R000
20200105;886;42700.4417;R001
20200105;596;14569.2771;R003
20200105;966;39623.096099999995;R004
20200105;731;28485.229499999998;R005
20200105;853;40297.8968;R002
20200106;765;30551.1794;R000
20200106;777;39160.164399999994;R001
20200106;637;15959.972;R003
20200106;738;28195.7165;R004
20200106;598;24000.421199999997;R005
20200106;643;29884.7213;R002
20200107;465;15135.4175;R000
20200107;564;25811.591399999998;R001
20200107;678;13314.046199999999;R003
20200107;576;18218.710300000002;R004
20200107;638;18606.6825;R005
20200107;534;19656.5698;R002
20200108;448;15490.804;R000
20200108;622;27040.8033;R001
20200108;659;15060.0863;R003
20200108;651;22120.6517;R004
20200108;641;20877.976;R005
20200108;551;20261.903899999998;R002
20200109;466;17125.003699999997;R000
20200109;627;26574.0307;R001
20200109;746;16014.074999999999;R003
20200109;664;23569.5383;R004
20200109;1078;23180.7814;R005
20200109;615;23503.6648;R002
20200110;801;28506.209899999998;R000
20200110;955;43345.5064;R001
20200110;779;20099.1819;R003
20200110;998;39039.651000000005;R004
20200110;1055;33651.9834;R005
20200110;1023;41135.9564;R002
20200111;1364;49973.6608;R000
20200111;1240;60301.4692;R001
20200111;907;21950.6609;R003
20200111;1222;46128.50689999999;R004
20200111;1055;36454.7253;R005
20200111;1219;53462.3131;R002
20200112;1169;48099.219;R000
20200112;822;42024.8563;R001
20200112;616;17307.0128;R003
20200112;952;38164.0497;R004
20200112;726;24830.799;R005
20200112;920;42423.36;R002
20200113;435;14580.3042;R000
20200113;632;26548.3834;R001
20200113;709;15638.823199999999;R003
20200113;626;21460.595100000002;R004
20200113;661;20346.362399999998;R005
20200113;596;22986.5475;R002
20200114;473;17122.236599999997;R000
20200114;648;31444.374499999998;R001
20200114;716;16578.8938;R003
20200114;723;26891.669;R004
20200114;772;22889.699;R005
20200114;617;23326.4052;R002
20200115;492;16908.9634;R000
20200115;671;30617.713699999997;R001
20200115;707;16743.3091;R003
20200115;771;26979.1011;R004
20200115;814;28326.1832;R005
20200115;635;25476.8962;R002
20200116;539;19622.456;R000
20200116;768;35523.4516;R001
20200116;724;17363.8416;R003
20200116;737;27135.917199999996;R004
20200116;803;26329.2456;R005
20200116;727;29227.6796;R002
20200117;779;30126.4915;R000
20200117;1104;51075.4209;R001
20200117;817;20119.9145;R003
20200117;1083;39968.488;R004
20200117;1021;34424.376000000004;R005
20200117;962;38075.3786;R002
20200118;1191;49257.1058;R000
20200118;1140;54721.426199999994;R001
20200118;874;23598.3244;R003
20200118;1126;46322.699499999995;R004
20200118;947;36181.525799999996;R005
20200118;1143;50500.442299999995;R002
20200119;1237;51030.858199999995;R000
20200119;814;42637.4592;R001
20200119;608;16046.784599999999;R003
20200119;1019;43005.5661;R004
20200119;763;27522.1548;R005
20200119;856;38287.578;R002
20200120;458;16644.2717;R000
20200120;674;30371.1527;R001
20200120;785;18228.539699999998;R003
20200120;694;24285.969399999998;R004
20200120;749;23204.405;R005
20200120;600;21992.8282;R002
20200121;440;15412.4992;R000
20200121;676;29559.070799999998;R001
20200121;789;17343.687199999997;R003
20200121;668;22942.8108;R004
20200121;749;21857.983699999997;R005
20200121;589;22940.911;R002
20200122;519;18928.1204;R000
20200122;739;33160.8025;R001
20200122;736;15726.0075;R003
20200122;762;26559.9061;R004
20200122;789;24666.6728;R005
20200122;618;25675.9209;R002
20200123;590;20172.7372;R000
20200123;815;37583.289099999995;R001
20200123;729;15666.081199999999;R003
20200123;859;30835.3647;R004
20200123;973;32029.099899999997;R005
20200123;822;30545.6039;R002
20200124;741;26761.1197;R000
20200124;987;46058.792499999996;R001
20200124;832;21326.5353;R003
20200124;999;38406.109;R004
20200124;1102;32535.231399999997;R005
20200124;992;42305.9854;R002
20200125;1461;52321.731;R000
20200125;1182;54725.43229999999;R001
20200125;920;23992.2851;R003
20200125;1288;46828.3767;R004
20200125;955;35172.8559;R005
20200125;1167;49070.5537;R002
20200126;1148;47245.671899999994;R000
20200126;882;47822.3851;R001
20200126;670;16978.884299999998;R003
20200126;974;37865.6159;R004
20200126;795;29635.0215;R005
20200126;776;36956.3138;R002
20200127;443;13741.8316;R000
20200127;680;31613.2915;R001
20200127;728;17416.1687;R003
20200127;683;24393.927600000003;R004
20200127;755;22840.8824;R005
20200127;604;24971.5907;R002
20200128;476;15339.728599999999;R000
20200128;653;28401.6383;R001
20200128;727;16287.0267;R003
20200128;695;25092.0628;R004
20200128;665;18538.9918;R005
20200128;639;23197.962199999998;R002
20200129;507;16352.652399999999;R000
20200129;648;30985.077199999996;R001
20200129;729;16802.1616;R003
20200129;782;28345.3051;R004
20200129;886;28256.7166;R005
20200129;674;25151.2044;R002
20200130;522;17050.5398;R000
20200130;702;31356.4055;R001
20200130;790;16881.251099999998;R003
20200130;791;28684.336799999997;R004
20200130;869;27525.3762;R005
20200130;638;25481.0675;R002
20200131;838;28671.6577;R000
20200131;1069;44894.6694;R001
20200131;849;20699.8904;R003
20200131;1073;39033.043;R004
20200131;1213;40085.9452;R005
20200131;1007;40263.6178;R002
20200201;1395;54272.4539;R000
20200201;1113;50283.0804;R001
20200201;923;22184.5841;R003
20200201;1278;50637.517;R004
20200201;1007;34849.559499999996;R005
20200201;1209;50224.475699999995;R002
20200202;1291;48978.8264;R000
20200202;819;40852.1841;R001
20200202;588;14827.278199999999;R003
20200202;931;36027.2703;R004
20200202;838;32155.6844;R005
20200202;944;38019.8714;R002
20200203;475;16004.3695;R000
20200203;632;28963.277;R001
20200203;735;15029.317799999999;R003
20200203;654;22318.602600000002;R004
20200203;794;22622.694499999998;R005
20200203;580;20518.955100000003;R002
20200204;491;17358.844299999997;R000
20200204;615;26748.729699999996;R001
20200204;736;15740.9994;R003
20200204;680;23289.1113;R004
20200204;642;21074.274899999997;R005
20200204;614;22977.7919;R002
20200205;548;19896.068499999998;R000
20200205;534;31361.1963;R001
20200205;712;14968.0286;R003
20200205;789;27074.1324;R004
20200205;785;25141.2511;R005
20200205;685;24948.9583;R002
20200206;517;19575.1262;R000
20200206;697;30231.6;R001
20200206;704;14653.7769;R003
20200206;842;29305.034499999998;R004
20200206;927;28695.6117;R005
20200206;736;26989.467399999998;R002
20200207;761;27943.2496;R000
20200207;1116;52211.46;R001
20200207;788;19598.543299999998;R003
20200207;1026;38651.6375;R004
20200207;1130;37203.0813;R005
20200207;990;38245.41069999999;R002
20200208;1303;47558.189;R000
20200208;1115;51498.4155;R001
20200208;892;22137.3782;R003
20200208;1149;47068.8666;R004
20200208;1014;35893.2105;R005
20200208;1081;44792.080200000004;R002
20200209;1170;48402.9805;R000
20200209;900;49967.6723;R001
20200209;578;15746.0793;R003
20200209;1034;43769.74;R004
20200209;828;31714.5591;R005
20200209;866;36868.179599999996;R002
20200210;463;14269.8521;R000
20200210;627;26615.785;R001
20200210;821;18021.5441;R003
20200210;678;21294.197399999997;R004
20200210;730;22346.851799999997;R005
20200210;618;23164.5505;R002
20200211;495;17537.962399999997;R000
20200211;869;30599.2113;R001
20200211;780;15384.002199999999;R003
20200211;734;25000.4594;R004
20200211;772;24414.2885;R005
20200211;645;22963.0478;R002
20200212;560;19238.4073;R000
20200212;735;33891.606;R001
20200212;741;16740.4181;R003
20200212;752;24980.4289;R004
20200212;828;26853.5078;R005
20200212;599;22200.815;R002
20200213;540;18023.32;R000
20200213;757;32693.493000000002;R001
20200213;809;17514.8757;R003
20200213;799;28646.919;R004
20200213;836;24438.4077;R005
20200213;756;29292.148899999997;R002
20200214;966;36084.0991;R000
20200214;1096;51577.339799999994;R001
20200214;960;23947.391999999996;R003
20200214;1219;44856.1778;R004
20200214;1247;41983.473699999995;R005
20200214;1136;48104.3402;R002
20200215;1264;48563.018000000004;R000
20200215;1196;56575.2593;R001
20200215;892;21896.5992;R003
20200215;1180;47246.4566;R004
20200215;1001;36749.64859999999;R005
20200215;1213;51323.7578;R002
20200216;1205;48491.6516;R000
20200216;873;45151.9271;R001
20200216;685;17484.3963;R003
20200216;1029;40904.5525;R004
20200216;776;29712.376399999997;R005
20200216;935;42755.0816;R002
20200217;524;18010.8474;R000
20200217;702;30620.935100000002;R001
20200217;769;17132.2312;R003
20200217;637;21190.245300000002;R004
20200217;729;22613.8563;R005
20200217;674;24472.067199999998;R002
20200218;450;15788.1227;R000
20200218;643;27894.7634;R001
20200218;781;17603.5055;R003
20200218;777;25819.314499999997;R004
20200218;792;23866.031;R005
20200218;708;25043.081;R002
20200219;492;17764.327699999998;R000
20200219;764;32235.6825;R001
20200219;800;17231.0208;R003
20200219;756;26595.465399999997;R004
20200219;764;23339.7451;R005
20200219;640;24167.479699999996;R002
20200220;549;20408.0646;R000
20200220;798;36076.9955;R001
20200220;847;20178.5605;R003
20200220;869;29891.0402;R004
20200220;861;27518.2726;R005
20200220;809;31260.0113;R002
20200221;779;29835.863400000002;R000
20200221;934;42825.621999999996;R001
20200221;814;19921.6332;R003
20200221;1034;38926.2825;R004
20200221;1102;37184.041999999994;R005
20200221;854;33892.266800000005;R002
20200222;1086;38569.7396;R000
20200222;768;37092.2734;R001
20200222;609;16540.9391;R003
20200222;944;38002.2363;R004
20200222;898;30950.7982;R005
20200222;766;32135.943;R002
20200223;691;24885.728;R000
20200223;517;25722.6312;R001
20200223;430;10299.1875;R003
20200223;660;23162.361599999997;R004
20200223;654;23761.9963;R005
20200223;459;19306.5523;R002
20200224;323;11270.026600000001;R000
20200224;477;21400.3384;R001
20200224;342;7546.996799999999;R003
20200224;536;16406.0533;R004
20200224;341;15640.723;R005
20200224;402;15163.4602;R002
20200225;257;9490.9465;R000
20200225;455;21279.081599999998;R001
20200225;310;7228.5738;R003
20200225;498;17287.477899999998;R004
20200225;526;16491.6269;R005
20200225;464;18548.6973;R002
20200226;305;12292.7385;R000
20200226;527;23942.1469;R001
20200226;394;8772.119999999999;R003
20200226;551;20134.7825;R004
20200226;587;18847.2963;R005
20200226;464;19069.7794;R002
20200227;357;13385.1235;R000
20200227;625;29352.694699999996;R001
20200227;671;8523.122299999999;R003
20200227;598;22425.3631;R004
20200227;714;22346.1084;R005
20200227;566;23697.3618;R002
20200228;496;19547.5791;R000
20200228;798;36607.4527;R001
20200228;462;12643.3755;R003
20200228;817;31420.668299999998;R004
20200228;782;26003.9255;R005
20200228;691;29252.418299999998;R002
20200229;605;24952.427499999998;R000
20200229;896;45003.9905;R001
20200229;533;13401.891300000001;R003
20200229;1000;40749.22319999999;R004
20200229;969;34381.6305;R005
20200229;745;35310.7566;R002
20200301;514;21281.1879;R000
20200301;772;38065.5905;R001
20200301;670;11813.5346;R003
20200301;810;31443.589799999998;R004
20200301;809;29136.200100000002;R005
20200301;663;29801.6257;R002
20200302;402;14275.303699999999;R000
20200302;527;25817.0843;R001
20200302;457;10387.734699999999;R003
20200302;685;21926.7069;R004
20200302;641;17586.8203;R005
20200302;518;18062.142;R002
20200303;445;15222.9322;R000
20200303;591;28589.305500000002;R001
20200303;502;10245.9105;R003
20200303;782;24218.774299999997;R004
20200303;861;23868.1786;R005
20200303;554;21231.9996;R002
20200304;448;15026.7572;R000
20200304;649;28262.829;R001
20200304;489;10038.377999999999;R003
20200304;718;23023.8827;R004
20200304;790;21817.674899999998;R005
20200304;517;18367.762;R002
20200305;461;15936.2658;R000
20200305;651;27816.376;R001
20200305;417;8923.980099999999;R003
20200305;765;27502.909;R004
20200305;795;23848.3959;R005
20200305;545;20141.060100000002;R002
20200306;493;16584.8823;R000
20200306;812;38489.6176;R001
20200306;485;10414.621;R003
20200306;877;30125.004699999998;R004
20200306;1023;31336.085900000002;R005
20200306;719;29241.886799999997;R002
20200307;557;22880.4065;R000
20200307;873;41996.896199999996;R001
20200307;515;11632.186300000001;R003
20200307;882;33775.0574;R004
20200307;929;29942.7065;R005
20200307;811;31875.959499999997;R002
20200308;232;8069.4830999999995;R000
20200308;205;9433.3743;R001
20200308;315;6118.595;R003
20200308;441;12248.8366;R004
20200308;397;10103.797199999999;R005
20200308;179;9469.057499999999;R002
20200309;184;6215.5261;R000
20200309;206;9082.1178;R001
20200309;233;4238.9907;R003
20200309;255;7806.0716999999995;R004
20200309;246;7233.1168;R005
20200309;216;7113.098999999999;R002
20200310;142;5036.7828;R000
20200310;152;6714.3062;R001
20200310;235;5560.3841999999995;R003
20200310;251;7284.907;R004
20200310;230;7142.5046;R005
20200310;174;6542.7873;R002
20200311;135;4600.4896;R000
20200311;132;6121.155599999999;R001
20200311;225;5505.0009;R003
20200311;251;8248.105599999999;R004
20200311;187;5899.7463;R005
20200311;152;5573.5176;R002
20200312;0;0;R000
20200312;0;0;R001
20200312;0;0;R003
20200312;0;0;R004
20200312;0;0;R005
20200312;0;0;R002
20200313;0;0;R000
20200313;0;0;R001
20200313;0;0;R003
20200313;0;0;R004
20200313;0;0;R005
20200313;0;0;R002
20200314;0;0;R000
20200314;0;0;R001
20200314;0;0;R003
20200314;0;0;R004
20200314;0;0;R005
20200314;0;0;R002
20200315;0;0;R000
20200315;0;0;R001
20200315;0;0;R003
20200315;0;0;R004
20200315;0;0;R005
20200315;0;0;R002
20200316;0;0;R000
20200316;0;0;R001
20200316;0;0;R003
20200316;0;0;R004
20200316;0;0;R005
20200316;0;0;R002
20200317;0;0;R000
20200317;0;0;R001
20200317;0;0;R003
20200317;0;0;R004
20200317;0;0;R005
20200317;0;0;R002
20200318;0;0;R000
20200318;0;0;R001
20200318;0;0;R003
