data,S_R6,LT_R6,Anno,Mese,day_of_week
2018-10-13,849.0,28653.8987,2018,10,Saturday
2018-10-14,556.0,20607.9153,2018,10,Sunday
2018-10-15,520.0,15992.186,2018,10,Monday
2018-10-16,581.0,17621.1406,2018,10,Tuesday
2018-10-17,556.0,18338.3977,2018,10,Wednesday
2018-10-18,635.0,20496.6118,2018,10,Thursday
2018-10-19,885.0,28175.8512,2018,10,Friday
2018-10-20,844.0,28315.8582,2018,10,Saturday
2018-10-21,529.0,18687.1762,2018,10,Sunday
2018-10-22,498.0,14742.4893,2018,10,Monday
2018-10-23,520.0,16664.137,2018,10,Tuesday
2018-10-24,759.0,24696.3675,2018,10,Wednesday
2018-10-25,630.0,19236.0532,2018,10,Thursday
2018-10-26,914.0,29570.9239,2018,10,Friday
2018-10-27,753.0,26581.7125,2018,10,Saturday
2018-10-28,617.0,23486.8557,2018,10,Sunday
2018-10-29,487.0,15477.0511,2018,10,Monday
2018-10-30,580.0,18181.7468,2018,10,Tuesday
2018-10-31,852.0,31881.2459,2018,10,Wednesday
2018-11-01,655.0,23365.8054,2018,11,Thursday
2018-11-02,711.0,23261.6468,2018,11,Friday
2018-11-03,754.0,25201.1774,2018,11,Saturday
2018-11-04,634.0,21936.9493,2018,11,Sunday
2018-11-05,536.0,15820.7497,2018,11,Monday
2018-11-06,528.0,17191.6206,2018,11,Tuesday
2018-11-07,630.0,21981.4707,2018,11,Wednesday
2018-11-08,564.0,18234.4456,2018,11,Thursday
2018-11-09,864.0,30142.3094,2018,11,Friday
2018-11-10,748.0,27275.4286,2018,11,Saturday
2018-11-11,562.0,20111.4893,2018,11,Sunday
2018-11-12,564.0,17153.872399999997,2018,11,Monday
2018-11-13,604.0,20341.1586,2018,11,Tuesday
2018-11-14,676.0,22250.7054,2018,11,Wednesday
2018-11-15,592.0,20683.3291,2018,11,Thursday
2018-11-16,796.0,28142.9764,2018,11,Friday
2018-11-17,867.0,32001.8832,2018,11,Saturday
2018-11-18,544.0,20281.7279,2018,11,Sunday
2018-11-19,542.0,15729.6419,2018,11,Monday
2018-11-20,637.0,18696.7578,2018,11,Tuesday
2018-11-21,692.0,19366.4786,2018,11,Wednesday
2018-11-22,760.0,23449.6444,2018,11,Thursday
2018-11-23,979.0,29882.0781,2018,11,Friday
2018-11-24,936.0,30297.3496,2018,11,Saturday
2018-11-25,690.0,22964.4107,2018,11,Sunday
2018-11-26,489.0,15390.8993,2018,11,Monday
2018-11-27,521.0,15395.814,2018,11,Tuesday
2018-11-28,526.0,16823.555,2018,11,Wednesday
2018-11-29,645.0,20293.2919,2018,11,Thursday
2018-11-30,956.0,32260.7929,2018,11,Friday
2018-12-01,1123.0,34551.58,2018,12,Saturday
2018-12-02,606.0,21525.4361,2018,12,Sunday
2018-12-03,653.0,20448.043,2018,12,Monday
2018-12-04,676.0,20172.572,2018,12,Tuesday
2018-12-05,712.0,23760.2617,2018,12,Wednesday
2018-12-06,785.0,21853.2342,2018,12,Thursday
2018-12-07,1048.0,32284.6643,2018,12,Friday
2018-12-08,781.0,25445.4669,2018,12,Saturday
2018-12-09,630.0,22377.2073,2018,12,Sunday
2018-12-10,720.0,20477.0769,2018,12,Monday
2018-12-11,673.0,23281.9664,2018,12,Tuesday
2018-12-12,880.0,25078.1034,2018,12,Wednesday
2018-12-13,673.0,21335.827800000003,2018,12,Thursday
2018-12-14,942.0,31113.0659,2018,12,Friday
2018-12-15,936.0,35235.0537,2018,12,Saturday
2018-12-16,577.0,21099.4679,2018,12,Sunday
2018-12-17,704.0,22054.613,2018,12,Monday
2018-12-18,853.0,28393.9565,2018,12,Tuesday
2018-12-19,672.0,21354.7845,2018,12,Wednesday
2018-12-20,955.0,29210.0858,2018,12,Thursday
2018-12-21,1071.0,38506.881,2018,12,Friday
2018-12-22,936.0,33703.7736,2018,12,Saturday
2018-12-23,715.0,28247.135,2018,12,Sunday
2018-12-24,204.0,7620.180399999999,2018,12,Monday
2018-12-25,261.0,9156.1274,2018,12,Tuesday
2018-12-26,533.0,18694.445,2018,12,Wednesday
2018-12-27,549.0,18685.1112,2018,12,Thursday
2018-12-28,734.0,24879.12,2018,12,Friday
2018-12-29,700.0,25274.4436,2018,12,Saturday
2018-12-30,550.0,21615.4288,2018,12,Sunday
2018-12-31,173.0,5797.6114,2018,12,Monday
2019-01-01,602.0,24795.0745,2019,1,Tuesday
2019-01-02,549.0,18103.9376,2019,1,Wednesday
2019-01-03,559.0,19405.1354,2019,1,Thursday
2019-01-04,763.0,25265.275,2019,1,Friday
2019-01-05,741.0,27343.8214,2019,1,Saturday
2019-01-06,589.0,23010.9971,2019,1,Sunday
2019-01-07,508.0,17983.300300000003,2019,1,Monday
2019-01-08,530.0,18225.277,2019,1,Tuesday
2019-01-09,575.0,19610.1073,2019,1,Wednesday
2019-01-10,648.0,20754.6955,2019,1,Thursday
2019-01-11,931.0,32675.5688,2019,1,Friday
2019-01-12,850.0,32430.412,2019,1,Saturday
2019-01-13,706.0,27103.2076,2019,1,Sunday
2019-01-14,541.0,18236.5106,2019,1,Monday
2019-01-15,609.0,20689.5654,2019,1,Tuesday
2019-01-16,647.0,19367.8828,2019,1,Wednesday
2019-01-17,635.0,20173.1915,2019,1,Thursday
2019-01-18,976.0,33364.1637,2019,1,Friday
2019-01-19,902.0,32927.911799999994,2019,1,Saturday
2019-01-20,664.0,25741.8357,2019,1,Sunday
2019-01-21,535.0,17170.061999999998,2019,1,Monday
2019-01-22,623.0,19379.0338,2019,1,Tuesday
2019-01-23,558.0,17692.878699999997,2019,1,Wednesday
2019-01-24,779.0,25907.1596,2019,1,Thursday
2019-01-25,863.0,28714.9401,2019,1,Friday
2019-01-26,918.0,35376.2584,2019,1,Saturday
2019-01-27,615.0,21052.675,2019,1,Sunday
2019-01-28,651.0,20919.9368,2019,1,Monday
2019-01-29,663.0,21570.99,2019,1,Tuesday
2019-01-30,537.0,18308.0835,2019,1,Wednesday
2019-01-31,565.0,18581.8199,2019,1,Thursday
2019-02-01,687.0,25010.4127,2019,2,Friday
2019-02-02,899.0,32275.3718,2019,2,Saturday
2019-02-03,698.0,25550.4515,2019,2,Sunday
2019-02-04,601.0,18983.3798,2019,2,Monday
2019-02-05,680.0,21383.1989,2019,2,Tuesday
2019-02-06,671.0,22243.9735,2019,2,Wednesday
2019-02-07,596.0,20535.8881,2019,2,Thursday
2019-02-08,930.0,32028.0261,2019,2,Friday
2019-02-09,847.0,29686.9769,2019,2,Saturday
2019-02-10,627.0,22077.8649,2019,2,Sunday
2019-02-11,618.0,19197.6029,2019,2,Monday
2019-02-12,626.0,20833.6198,2019,2,Tuesday
2019-02-13,622.0,22655.4867,2019,2,Wednesday
2019-02-14,783.0,25314.7937,2019,2,Thursday
2019-02-15,983.0,34357.635200000004,2019,2,Friday
2019-02-16,883.0,29634.9802,2019,2,Saturday
2019-02-17,720.0,25697.4795,2019,2,Sunday
2019-02-18,685.0,20984.8191,2019,2,Monday
2019-02-19,681.0,23341.6862,2019,2,Tuesday
2019-02-20,651.0,20800.6624,2019,2,Wednesday
2019-02-21,787.0,27908.7228,2019,2,Thursday
2019-02-22,1003.0,33849.31479999999,2019,2,Friday
2019-02-23,815.0,29230.7771,2019,2,Saturday
2019-02-24,756.0,26990.4586,2019,2,Sunday
2019-02-25,724.0,20286.3122,2019,2,Monday
2019-02-26,777.0,20924.2733,2019,2,Tuesday
2019-02-27,763.0,21565.7862,2019,2,Wednesday
2019-02-28,821.0,22523.0376,2019,2,Thursday
2019-03-01,1090.0,34990.888100000004,2019,3,Friday
2019-03-02,1024.0,32893.9632,2019,3,Saturday
2019-03-03,789.0,25216.8714,2019,3,Sunday
2019-03-04,596.0,19292.469,2019,3,Monday
2019-03-05,633.0,18689.7368,2019,3,Tuesday
2019-03-06,734.0,23431.3072,2019,3,Wednesday
2019-03-07,713.0,22053.6631,2019,3,Thursday
2019-03-08,959.0,34020.5859,2019,3,Friday
2019-03-09,819.0,29490.7193,2019,3,Saturday
2019-03-10,676.0,22287.5863,2019,3,Sunday
2019-03-11,714.0,21913.0366,2019,3,Monday
2019-03-12,751.0,24152.2813,2019,3,Tuesday
2019-03-13,673.0,20948.9294,2019,3,Wednesday
2019-03-14,685.0,21693.651,2019,3,Thursday
2019-03-15,1122.0,36879.661,2019,3,Friday
2019-03-16,1046.0,37808.3741,2019,3,Saturday
2019-03-17,616.0,23344.2468,2019,3,Sunday
2019-03-18,653.0,19201.3199,2019,3,Monday
2019-03-19,787.0,24138.9827,2019,3,Tuesday
2019-03-20,730.0,22163.7276,2019,3,Wednesday
2019-03-21,711.0,24087.9772,2019,3,Thursday
2019-03-22,888.0,29996.8921,2019,3,Friday
2019-03-23,895.0,29830.99,2019,3,Saturday
2019-03-24,755.0,29050.1309,2019,3,Sunday
2019-03-25,644.0,19362.3486,2019,3,Monday
2019-03-26,713.0,21728.5908,2019,3,Tuesday
2019-03-27,650.0,19672.8833,2019,3,Wednesday
2019-03-28,812.0,28395.2781,2019,3,Thursday
2019-03-29,967.0,32797.1973,2019,3,Friday
2019-03-30,850.0,31003.9513,2019,3,Saturday
2019-03-31,703.0,23518.0372,2019,3,Sunday
2019-04-01,612.0,17458.9555,2019,4,Monday
2019-04-02,715.0,22565.2875,2019,4,Tuesday
2019-04-03,661.0,20960.9477,2019,4,Wednesday
2019-04-04,691.0,22925.2583,2019,4,Thursday
2019-04-05,940.0,31600.9015,2019,4,Friday
2019-04-06,971.0,34463.280600000006,2019,4,Saturday
2019-04-07,734.0,28631.9271,2019,4,Sunday
2019-04-08,611.0,17734.3439,2019,4,Monday
2019-04-09,655.0,20056.6842,2019,4,Tuesday
2019-04-10,648.0,21038.0548,2019,4,Wednesday
2019-04-11,705.0,23382.6558,2019,4,Thursday
2019-04-12,950.0,31939.768,2019,4,Friday
2019-04-13,1003.0,37408.0119,2019,4,Saturday
2019-04-14,671.0,26097.0157,2019,4,Sunday
2019-04-15,693.0,22089.5941,2019,4,Monday
2019-04-16,693.0,20951.2835,2019,4,Tuesday
2019-04-17,883.0,28212.443,2019,4,Wednesday
2019-04-18,979.0,29078.2562,2019,4,Thursday
2019-04-19,829.0,25069.7608,2019,4,Friday
2019-04-20,792.0,26407.3852,2019,4,Saturday
2019-04-21,337.0,11271.183,2019,4,Sunday
2019-04-22,584.0,19455.5214,2019,4,Monday
2019-04-23,641.0,19650.4574,2019,4,Tuesday
2019-04-24,720.0,23947.4333,2019,4,Wednesday
2019-04-25,700.0,23049.3235,2019,4,Thursday
2019-04-26,805.0,24894.6075,2019,4,Friday
2019-04-27,898.0,26548.4247,2019,4,Saturday
2019-04-28,642.0,19694.0702,2019,4,Sunday
2019-04-29,692.0,19568.353000000003,2019,4,Monday
2019-04-30,873.0,25827.4093,2019,4,Tuesday
2019-05-01,690.0,21895.0298,2019,5,Wednesday
2019-05-02,681.0,20307.2926,2019,5,Thursday
2019-05-03,981.0,28437.1563,2019,5,Friday
2019-05-04,923.0,31805.13,2019,5,Saturday
2019-05-05,681.0,23420.4453,2019,5,Sunday
2019-05-06,719.0,19923.7808,2019,5,Monday
2019-05-07,682.0,19987.0111,2019,5,Tuesday
2019-05-08,729.0,23608.4842,2019,5,Wednesday
2019-05-09,778.0,25122.1705,2019,5,Thursday
2019-05-10,919.0,30937.3757,2019,5,Friday
2019-05-11,797.0,27505.7174,2019,5,Saturday
2019-05-12,612.0,21482.5667,2019,5,Sunday
2019-05-13,628.0,18339.2237,2019,5,Monday
2019-05-14,703.0,20914.6091,2019,5,Tuesday
2019-05-15,712.0,23299.8493,2019,5,Wednesday
2019-05-16,990.0,27426.091,2019,5,Thursday
2019-05-17,1035.0,33235.2664,2019,5,Friday
2019-05-18,881.0,28650.6773,2019,5,Saturday
2019-05-19,581.0,19952.8973,2019,5,Sunday
2019-05-20,655.0,20421.4045,2019,5,Monday
2019-05-21,749.0,21972.7151,2019,5,Tuesday
2019-05-22,737.0,23265.3225,2019,5,Wednesday
2019-05-23,758.0,24651.7222,2019,5,Thursday
2019-05-24,1072.0,35831.384399999995,2019,5,Friday
2019-05-25,845.0,28491.0115,2019,5,Saturday
2019-05-26,651.0,23854.0953,2019,5,Sunday
2019-05-27,721.0,19988.0436,2019,5,Monday
2019-05-28,641.0,22137.7086,2019,5,Tuesday
2019-05-29,827.0,23191.3129,2019,5,Wednesday
2019-05-30,960.0,27971.3336,2019,5,Thursday
2019-05-31,1053.0,28691.11,2019,5,Friday
2019-06-01,1095.0,30090.1062,2019,6,Saturday
2019-06-02,949.0,26749.4731,2019,6,Sunday
2019-06-03,630.0,18376.7241,2019,6,Monday
2019-06-04,742.0,21933.4388,2019,6,Tuesday
2019-06-05,835.0,24210.5969,2019,6,Wednesday
2019-06-06,798.0,24101.6888,2019,6,Thursday
2019-06-07,1109.0,36754.1916,2019,6,Friday
2019-06-08,900.0,29946.7952,2019,6,Saturday
2019-06-09,753.0,24087.7294,2019,6,Sunday
2019-06-10,671.0,19249.3931,2019,6,Monday
2019-06-11,728.0,22096.3673,2019,6,Tuesday
2019-06-12,780.0,23333.8805,2019,6,Wednesday
2019-06-13,734.0,20950.8705,2019,6,Thursday
2019-06-14,947.0,29649.3939,2019,6,Friday
2019-06-15,911.0,31221.2719,2019,6,Saturday
2019-06-16,691.0,22230.5923,2019,6,Sunday
2019-06-17,735.0,20375.8093,2019,6,Monday
2019-06-18,649.0,18804.6747,2019,6,Tuesday
2019-06-19,742.0,27114.9781,2019,6,Wednesday
2019-06-20,813.0,22858.1458,2019,6,Thursday
2019-06-21,835.0,25191.761,2019,6,Friday
2019-06-22,797.0,26752.8184,2019,6,Saturday
2019-06-23,693.0,21832.5842,2019,6,Sunday
2019-06-24,588.0,18979.2498,2019,6,Monday
2019-06-25,629.0,18579.7962,2019,6,Tuesday
2019-06-26,647.0,19254.2252,2019,6,Wednesday
2019-06-27,646.0,18448.0079,2019,6,Thursday
2019-06-28,682.0,23877.7602,2019,6,Friday
2019-06-29,834.0,27548.4216,2019,6,Saturday
2019-06-30,960.0,28613.466,2019,6,Sunday
2019-07-01,812.0,21420.4928,2019,7,Monday
2019-07-02,852.0,21982.2967,2019,7,Tuesday
2019-07-03,754.0,19090.2229,2019,7,Wednesday
2019-07-04,749.0,19585.9055,2019,7,Thursday
2019-07-05,854.0,23728.7911,2019,7,Friday
2019-07-06,793.0,25283.1579,2019,7,Saturday
2019-07-07,650.0,20850.3463,2019,7,Sunday
2019-07-08,707.0,19882.6047,2019,7,Monday
2019-07-09,658.0,20414.3422,2019,7,Tuesday
2019-07-10,840.0,22475.3361,2019,7,Wednesday
2019-07-11,800.0,20825.6489,2019,7,Thursday
2019-07-12,823.0,23457.5327,2019,7,Friday
2019-07-13,953.0,30629.9385,2019,7,Saturday
2019-07-14,645.0,22740.3582,2019,7,Sunday
2019-07-15,675.0,20164.8489,2019,7,Monday
2019-07-16,617.0,16930.8111,2019,7,Tuesday
2019-07-17,680.0,19016.1307,2019,7,Wednesday
2019-07-18,810.0,20546.2131,2019,7,Thursday
2019-07-19,829.0,25227.8159,2019,7,Friday
2019-07-20,790.0,24180.1175,2019,7,Saturday
2019-07-21,732.0,22239.8435,2019,7,Sunday
2019-07-22,710.0,20028.3524,2019,7,Monday
2019-07-23,635.0,18027.9869,2019,7,Tuesday
2019-07-24,655.0,16697.5487,2019,7,Wednesday
2019-07-25,736.0,20505.9043,2019,7,Thursday
2019-07-26,990.0,26678.148,2019,7,Friday
2019-07-27,908.0,28774.8251,2019,7,Saturday
2019-07-28,733.0,26628.4641,2019,7,Sunday
2019-07-29,688.0,18438.2611,2019,7,Monday
2019-07-30,680.0,18225.0292,2019,7,Tuesday
2019-07-31,757.0,20710.1741,2019,7,Wednesday
2019-08-01,698.0,20737.2669,2019,8,Thursday
2019-08-02,841.0,25090.9477,2019,8,Friday
2019-08-03,754.0,24290.7602,2019,8,Saturday
2019-08-04,612.0,19904.122,2019,8,Sunday
2019-08-05,623.0,19764.0324,2019,8,Monday
2019-08-06,616.0,17753.630999999998,2019,8,Tuesday
2019-08-07,629.0,19559.0605,2019,8,Wednesday
2019-08-08,690.0,20872.5244,2019,8,Thursday
2019-08-09,708.0,21865.1699,2019,8,Friday
2019-08-10,644.0,20652.9323,2019,8,Saturday
2019-08-11,596.0,18581.696,2019,8,Sunday
2019-08-12,560.0,17781.2194,2019,8,Monday
2019-08-13,637.0,20665.0332,2019,8,Tuesday
2019-08-14,582.0,18456.144,2019,8,Wednesday
2019-08-15,328.0,11811.0566,2019,8,Thursday
2019-08-16,637.0,19118.2243,2019,8,Friday
2019-08-17,637.0,20691.1348,2019,8,Saturday
2019-08-18,649.0,22290.0643,2019,8,Sunday
2019-08-19,605.0,18258.6061,2019,8,Monday
2019-08-20,602.0,18810.2915,2019,8,Tuesday
2019-08-21,640.0,19808.2647,2019,8,Wednesday
2019-08-22,557.0,18047.8935,2019,8,Thursday
2019-08-23,768.0,22728.2986,2019,8,Friday
2019-08-24,742.0,24272.5882,2019,8,Saturday
2019-08-25,646.0,21748.167,2019,8,Sunday
2019-08-26,694.0,20547.6586,2019,8,Monday
2019-08-27,785.0,23649.4538,2019,8,Tuesday
2019-08-28,836.0,25312.9765,2019,8,Wednesday
2019-08-29,713.0,21457.2911,2019,8,Thursday
2019-08-30,969.0,29285.9539,2019,8,Friday
2019-08-31,832.0,27380.2893,2019,8,Saturday
2019-09-01,861.0,27381.2805,2019,9,Sunday
2019-09-02,763.0,20837.2955,2019,9,Monday
2019-09-03,764.0,23256.6495,2019,9,Tuesday
2019-09-04,694.0,20141.7209,2019,9,Wednesday
2019-09-05,705.0,23022.7263,2019,9,Thursday
2019-09-06,811.0,25522.161,2019,9,Friday
2019-09-07,875.0,30234.3258,2019,9,Saturday
2019-09-08,814.0,28370.0851,2019,9,Sunday
2019-09-09,978.0,26665.9232,2019,9,Monday
2019-09-10,830.0,25028.4195,2019,9,Tuesday
2019-09-11,839.0,25733.0388,2019,9,Wednesday
2019-09-12,1036.0,31553.0761,2019,9,Thursday
2019-09-13,1187.0,35702.7349,2019,9,Friday
2019-09-14,998.0,32531.5557,2019,9,Saturday
2019-09-15,680.0,24283.3675,2019,9,Sunday
2019-09-16,799.0,23954.7847,2019,9,Monday
2019-09-17,858.0,24175.2441,2019,9,Tuesday
2019-09-18,795.0,26423.0792,2019,9,Wednesday
2019-09-19,1004.0,31651.494,2019,9,Thursday
2019-09-20,1060.0,31407.2045,2019,9,Friday
2019-09-21,960.0,33772.6207,2019,9,Saturday
2019-09-22,775.0,25582.1699,2019,9,Sunday
2019-09-23,705.0,19544.6881,2019,9,Monday
2019-09-24,713.0,21106.0346,2019,9,Tuesday
2019-09-25,778.0,22184.7906,2019,9,Wednesday
2019-09-26,815.0,24733.7853,2019,9,Thursday
2019-09-27,1205.0,35382.9077,2019,9,Friday
2019-09-28,986.0,33411.5348,2019,9,Saturday
2019-09-29,756.0,26592.8222,2019,9,Sunday
2019-09-30,669.0,18605.3609,2019,9,Monday
2019-10-01,669.0,22858.6001,2019,10,Tuesday
2019-10-02,793.0,23605.7171,2019,10,Wednesday
2019-10-03,876.0,28394.4521,2019,10,Thursday
2019-10-04,1207.0,36812.7963,2019,10,Friday
2019-10-05,925.0,31511.2805,2019,10,Saturday
2019-10-06,707.0,24677.9064,2019,10,Sunday
2019-10-07,643.0,19485.5465,2019,10,Monday
2019-10-08,680.0,19339.0554,2019,10,Tuesday
2019-10-09,651.0,20039.999,2019,10,Wednesday
2019-10-10,646.0,19394.3974,2019,10,Thursday
2019-10-11,1098.0,34179.4257,2019,10,Friday
2019-10-12,1012.0,34439.3679,2019,10,Saturday
2019-10-13,801.0,30099.7704,2019,10,Sunday
2019-10-14,655.0,18062.8854,2019,10,Monday
2019-10-15,739.0,22530.3064,2019,10,Tuesday
2019-10-16,758.0,23046.8868,2019,10,Wednesday
2019-10-17,756.0,22246.0385,2019,10,Thursday
2019-10-18,1035.0,32250.0549,2019,10,Friday
2019-10-19,1050.0,36170.9943,2019,10,Saturday
2019-10-20,652.0,22159.4324,2019,10,Sunday
2019-10-21,564.0,17087.5033,2019,10,Monday
2019-10-22,598.0,17865.0997,2019,10,Tuesday
2019-10-23,733.0,24651.144,2019,10,Wednesday
2019-10-24,716.0,22757.3325,2019,10,Thursday
2019-10-25,1039.0,36141.1757,2019,10,Friday
2019-10-26,1076.0,37233.6433,2019,10,Saturday
2019-10-27,838.0,30510.6228,2019,10,Sunday
2019-10-28,683.0,20833.1655,2019,10,Monday
2019-10-29,684.0,20738.8363,2019,10,Tuesday
2019-10-30,786.0,24962.4634,2019,10,Wednesday
2019-10-31,1004.0,35190.1193,2019,10,Thursday
2019-11-01,910.0,34034.5453,2019,11,Friday
2019-11-02,961.0,31982.802600000003,2019,11,Saturday
2019-11-03,799.0,29800.3867,2019,11,Sunday
2019-11-04,657.0,18998.0826,2019,11,Monday
2019-11-05,811.0,24491.9325,2019,11,Tuesday
2019-11-06,714.0,22657.18,2019,11,Wednesday
2019-11-07,694.0,23292.3327,2019,11,Thursday
2019-11-08,1139.0,37950.7352,2019,11,Friday
2019-11-09,965.0,33719.798,2019,11,Saturday
2019-11-10,700.0,24634.7892,2019,11,Sunday
2019-11-11,667.0,20746.3116,2019,11,Monday
2019-11-12,752.0,24911.4579,2019,11,Tuesday
2019-11-13,741.0,23535.3832,2019,11,Wednesday
2019-11-14,697.0,21430.157,2019,11,Thursday
2019-11-15,1184.0,39590.2626,2019,11,Friday
2019-11-16,955.0,34927.0796,2019,11,Saturday
2019-11-17,707.0,24953.5839,2019,11,Sunday
2019-11-18,765.0,21191.2778,2019,11,Monday
2019-11-19,750.0,21137.0096,2019,11,Tuesday
2019-11-20,955.0,28292.6476,2019,11,Wednesday
2019-11-21,871.0,25862.8034,2019,11,Thursday
2019-11-22,1185.0,34282.634399999995,2019,11,Friday
2019-11-23,1078.0,34856.4153,2019,11,Saturday
2019-11-24,759.0,25898.1149,2019,11,Sunday
2019-11-25,581.0,20067.1331,2019,11,Monday
2019-11-26,727.0,21909.3196,2019,11,Tuesday
2019-11-27,676.0,22903.4106,2019,11,Wednesday
2019-11-28,784.0,25541.6133,2019,11,Thursday
2019-11-29,1011.0,34108.3071,2019,11,Friday
2019-11-30,1038.0,38949.90609999999,2019,11,Saturday
2019-12-01,672.0,25575.2728,2019,12,Sunday
2019-12-02,677.0,19863.0698,2019,12,Monday
2019-12-03,708.0,22573.2171,2019,12,Tuesday
2019-12-04,680.0,21058.044,2019,12,Wednesday
2019-12-05,695.0,23030.532,2019,12,Thursday
2019-12-06,1046.0,35965.5268,2019,12,Friday
2019-12-07,930.0,34872.7701,2019,12,Saturday
2019-12-08,703.0,25483.5455,2019,12,Sunday
2019-12-09,637.0,19132.4728,2019,12,Monday
2019-12-10,940.0,24766.1232,2019,12,Tuesday
2019-12-11,767.0,25498.4548,2019,12,Wednesday
2019-12-12,999.0,29442.8939,2019,12,Thursday
2019-12-13,1146.0,39155.7866,2019,12,Friday
2019-12-14,1032.0,37716.6881,2019,12,Saturday
2019-12-15,724.0,27561.9267,2019,12,Sunday
2019-12-16,753.0,23943.0142,2019,12,Monday
2019-12-17,917.0,25894.4805,2019,12,Tuesday
2019-12-18,848.0,29267.7819,2019,12,Wednesday
2019-12-19,981.0,29175.6829,2019,12,Thursday
2019-12-20,1229.0,39118.8231,2019,12,Friday
2019-12-21,996.0,38233.9293,2019,12,Saturday
2019-12-22,831.0,30237.382,2019,12,Sunday
2019-12-23,840.0,29824.2168,2019,12,Monday
2019-12-24,297.0,9518.9479,2019,12,Tuesday
2019-12-25,297.0,8563.8854,2019,12,Wednesday
2019-12-26,656.0,21514.3264,2019,12,Thursday
2019-12-27,822.0,26679.4696,2019,12,Friday
2019-12-28,898.0,29650.7981,2019,12,Saturday
2019-12-29,684.0,24500.399,2019,12,Sunday
2019-12-30,770.0,24931.6536,2019,12,Monday
2019-12-31,270.0,8033.0152,2019,12,Tuesday
2020-01-01,810.0,28548.9141,2020,1,Wednesday
2020-01-02,798.0,26018.7109,2020,1,Thursday
2020-01-03,808.0,28308.8785,2020,1,Friday
2020-01-04,802.0,27845.1208,2020,1,Saturday
2020-01-05,731.0,28485.2295,2020,1,Sunday
2020-01-06,598.0,24000.4212,2020,1,Monday
2020-01-07,638.0,18606.6825,2020,1,Tuesday
2020-01-08,641.0,20877.976,2020,1,Wednesday
2020-01-09,1078.0,23180.7814,2020,1,Thursday
2020-01-10,1055.0,33651.9834,2020,1,Friday
2020-01-11,1055.0,36454.7253,2020,1,Saturday
2020-01-12,726.0,24830.799,2020,1,Sunday
2020-01-13,661.0,20346.3624,2020,1,Monday
2020-01-14,772.0,22889.699,2020,1,Tuesday
2020-01-15,814.0,28326.1832,2020,1,Wednesday
2020-01-16,803.0,26329.2456,2020,1,Thursday
2020-01-17,1021.0,34424.376000000004,2020,1,Friday
2020-01-18,947.0,36181.5258,2020,1,Saturday
2020-01-19,763.0,27522.1548,2020,1,Sunday
2020-01-20,749.0,23204.405,2020,1,Monday
2020-01-21,749.0,21857.9837,2020,1,Tuesday
2020-01-22,789.0,24666.6728,2020,1,Wednesday
2020-01-23,973.0,32029.0999,2020,1,Thursday
2020-01-24,1102.0,32535.2314,2020,1,Friday
2020-01-25,955.0,35172.8559,2020,1,Saturday
2020-01-26,795.0,29635.0215,2020,1,Sunday
2020-01-27,755.0,22840.8824,2020,1,Monday
2020-01-28,665.0,18538.9918,2020,1,Tuesday
